customer_id,age,tenure_months,contract_type,internet_service,tech_support,payment_method,monthly_charges,total_charges,num_support_calls,churn
1283,26.0,22.0, One year ,DSL,Yes,Credit card,28.08,658.4,2,0
1349,42.0,7.0,Month-to-month,DSL,No,Mailed check,45.69,290.38,2,0
1304,45.0,4.0, Two year ,DSL,No,Electronic check,55.17,239.91,1,0
1353,43.0,29.0,Month-to-month,DSL,No,Mailed check,15.0,,4,0
2173,44.0,36.0,Month-to-month,Fiber optic,No,Mailed check,74.61,2785.13,1,0
1417,47.0,24.0, Two year ,Fiber optic,No,Bank transfer,49.25,1176.14,4,0
2312,66.0,34.0,Month-to-month,DSL,No,Credit card,39.31,1143.19,1,0
2735,21.0,1.0,Month-to-month,DSL,No,Mailed check,64.77,57.97,2,1
1757,48.0,9.0,One year,Fiber optic,Yes,Credit card,25.45,217.17,0,0
1624,69.0,3.0,Month-to-month,DSL,No,Bank transfer,66.14,192.01,2,0
1512,41.0,7.0,One year,DSL,No,Mailed check,98.78,735.27,1,0
1109,44.0,38.0,One year,No,Yes,Credit card,59.43,2577.46,2,0
1663,37.0,22.0,One year,DSL,No,Electronic check,37.71,916.93,0,0
1576,49.0,26.0,Month-to-month,DSL,No,Electronic check,57.57,1490.63,0,0
1849,37.0,37.0,One year,Fiber optic,No,Credit card,77.5,2861.76,1,0
1981,51.0,12.0,One year,No,Yes,Mailed check,57.52,725.65,1,0
1249,51.0,19.0,Month-to-month,No,Yes,Credit card,57.24,948.79,1,1
2962,53.0,4.0,Two year,DSL,No,Mailed check,60.68,228.23,4,0
2480,56.0,27.0, Month-to-month ,No,No,Mailed check,35.53,1038.39,1,0
2883,36.0,16.0,One year,No,No,Mailed check,52.5,848.88,2,0
1160,30.0,0.0,Month-to-month,DSL,No,Credit card,50.35,0.0,1,0
1530,55.0,3.0,Two year,Fiber optic,No,Credit card,49.81,136.52,1,0
1996,72.0,40.0,One year,DSL,Yes,Mailed check,90.54,3753.96,3,0
2873,57.0,63.0,Month-to-month,Fiber optic,Yes,Mailed check,46.3,3037.55,2,0
2129,50.0,10.0,Month-to-month,DSL,No,Electronic check,67.79,750.44,1,1
2784,46.0,12.0,One year,Fiber optic,,Mailed check,75.79,947.99,5,0
2575,44.0,46.0,Month-to-month,Fiber optic,No,Credit card,89.34,4590.98,4,0
1952,26.0,7.0,Two year,No,No,Bank transfer,19.47,128.76,1,0
2624,73.0,12.0,One year,No,No,Credit card,74.01,824.09,0,0
1739,60.0,33.0,Month-to-month,Fiber optic,No,Credit card,54.96,1588.59,1,0
1678,59.0,6.0,Month-to-month,Fiber optic,Yes,Mailed check,36.97,194.38,2,1
2317,40.0,9.0,Month-to-month,DSL,Yes,Credit card,36.16,278.83,1,0
2341,45.0,10.0,Month-to-month,No,No,Mailed check,15.0,142.78,1,0
1041,48.0,25.0,Two year,No,No,Electronic check,49.14,1321.27,2,0
1256,64.0,15.0,Month-to-month,DSL,No,Credit card,92.27,1444.54,0,0
1212,59.0,3.0,Month-to-month,DSL,No,Mailed check,34.57,110.25,2,1
2797,33.0,9.0,One year,Fiber optic,Yes,Bank transfer,27.19,224.36,1,0
2826,29.0,14.0,Month-to-month,No,No,Bank transfer,55.44,789.64,3,0
2426,76.0,6.0,Month-to-month,FIBER OPTIC,No,Electronic check,15.0,86.61,2,0
1731,30.0,31.0,One year,Fiber optic,Yes,Electronic check,62.32,2150.54,1,0
1235,55.0,32.0,One year,Fiber optic,Yes,Bank transfer,94.29,3264.34,1,0
2120,62.0,1.0,Month-to-month,DSL,No,Mailed check,49.79,48.07,0,0
2773,48.0,55.0,Two year,DSL,No,Bank transfer,41.81,2250.4,3,0
2274,63.0,33.0,Month-to-month,No,No,Mailed check,63.1,2040.41,1,0
2467,51.0,6.0,One year,Fiber optic,No,Credit card,65.49,449.83,1,0
2148,69.0,65.0,One year,Fiber optic,No,Electronic check,30.87,1965.57,3,0
1021,42.0,53.0,Month-to-month,Fiber optic,No,Electronic check,67.78,3122.28,2,0
2672,39.0,7.0,Month-to-month,DSL,Yes,Mailed check,71.81,460.75,0,0
2655,41.0,66.0,Month-to-month,Fiber optic,Yes,Mailed check,64.67,4432.64,2,0
2772,36.0,17.0,Month-to-month,No,Yes,Electronic check,66.55,1115.77,0,0
1510,49.0,2.0,Two year,DSL,Yes,Credit card,27.49,55.45,3,0
2722,56.0,21.0,Month-to-month,Fiber optic,Yes,Electronic check,44.87,861.56,2,1
1998,36.0,2.0,Two year,Fiber optic,No,Electronic check,53.51,111.89,0,0
2982,36.0,6.0,Two year,DSL,No,Credit card,56.4,305.16,0,0
2641,66.0,24.0,Month-to-month,Fiber optic,Yes,Mailed check,77.65,2085.38,1,1
1498,32.0,11.0,Month-to-month,DSL,No,Electronic check,93.49,957.14,3,1
2638,76.0,3.0,Month-to-month,Fiber optic,No,Credit card,80.01,216.65,1,0
1070,50.0,37.0,Month-to-month,Fiber optic,No,Electronic check,56.0,2070.59,2,1
1367,45.0,22.0,Two year,DSL,Yes,Credit card,59.01,1131.09,1,0
2115,50.0,1.0,Month-to-month,DSL,No,Mailed check,61.78,57.74,0,0
2814,41.0,29.0,One year,Fiber optic,Yes,Credit card,43.71,1346.3,1,0
2918,42.0,3.0,Month-to-month,Fiber optic,No,Credit card,59.32,183.49,3,0
1020,67.0,33.0,Two year,DSL,Yes,Credit card,65.85,2406.18,1,0
2447,54.0,12.0,Month-to-month,Fiber optic,No,Mailed check,47.83,537.31,1,1
2163,20.0,25.0,Two year,DSL,No,Electronic check,54.83,1184.22,0,0
1612,49.0,12.0,Two year,Fiber optic,Yes,Electronic check,40.36,434.86,0,0
1765,34.0,0.0,Month-to-month,Fiber optic,No,Bank transfer,82.9,0.0,1,1
2707,73.0,21.0,Month-to-month,DSL,No,Mailed check,83.97,1878.32,1,0
2752,35.0,2.0,One year,No,No,Credit card,22.45,42.02,3,0
1736,49.0,13.0,Month-to-month,FIBER OPTIC,No,Bank transfer,50.11,688.46,2,0
2653,40.0,4.0,Month-to-month,Fiber optic,No,Electronic check,81.36,301.05,2,1
1941,58.0,11.0,Two year,Fiber optic,Yes,Credit card,88.63,1064.76,1,0
1128,46.0,9.0,One year,Fiber optic,No,Electronic check,60.46,596.64,0,0
1943,44.0,19.0,One year,No,Yes,Mailed check,43.04,902.82,0,0
1402,45.0,35.0,Month-to-month,Fiber optic,No,Mailed check,15.61,576.88,1,0
2322,44.0,10.0,Month-to-month,Fiber optic,No,Credit card,85.68,961.26,1,1
2596,54.0,50.0,Month-to-month,FIBER OPTIC,No,Credit card,55.78,3094.74,0,0
1921,30.0,4.0,Month-to-month,Fiber optic,No,Mailed check,91.45,336.01,2,1
1579,62.0,2.0,One year,DSL,No,Mailed check,47.2,102.09,1,0
1734,60.0,39.0,Month-to-month,Fiber optic,No,Bank transfer,45.94,1803.53,1,0
2902,63.0,11.0,Month-to-month,FIBER OPTIC,No,Electronic check,55.53,558.09,3,1
2939,46.0,9.0,Month-to-month,Fiber optic,Yes,Electronic check,62.25,530.78,0,0
1664,34.0,4.0,Month-to-month,Fiber optic,No,Bank transfer,70.85,254.08,0,0
1453,53.0,32.0,Month-to-month,DSL,Yes,Mailed check,72.49,2635.31,3,0
1798,45.0,6.0,Month-to-month,No,Yes,Mailed check,68.65,415.71,5,0
2812,69.0,1.0,Month-to-month,Fiber optic,No,Bank transfer,78.36,84.55,1,0
2832,59.0,1.0,Month-to-month,Fiber optic,No,Mailed check,88.15,97.31,2,1
1519,56.0,67.0,One year,Fiber optic,Yes,Electronic check,70.8,5023.04,1,0
2500,57.0,38.0,Month-to-month,No,No,Bank transfer,19.48,796.25,2,0
1177,67.0,7.0,Month-to-month,DSL,No,Bank transfer,97.59,726.76,1,0
2676,63.0,17.0,Month-to-month,Fiber optic,No,Credit card,92.3,1591.54,2,1
1953,67.0,32.0,Month-to-month,DSL,No,Bank transfer,50.06,1450.39,1,1
1787,52.0,28.0,Month-to-month,DSL,No,Bank transfer,116.05,3073.72,1,1
1312,57.0,40.0,Month-to-month,Fiber optic,Yes,Credit card,106.73,3989.86,1,0
1341,49.0,36.0,One year,No,No,Bank transfer,103.2,3965.27,2,0
1102,40.0,5.0,One year,No,No,Electronic check,95.45,416.49,0,0
2658,30.0,18.0,Month-to-month,No,Yes,Mailed check,85.48,1715.02,1,0
1688,56.0,5.0,Month-to-month,Fiber optic,Yes,Electronic check,63.3,277.16,3,0
2352,53.0,11.0,Month-to-month,Fiber optic,No,Credit card,67.07,737.2,4,1
1047,61.0,30.0,One year,Fiber optic,Yes,Mailed check,74.25,2049.99,0,0
1770,56.0,33.0,Month-to-month,DSL,No,Bank transfer,72.69,2072.64,1,0
1496,29.0,27.0,Month-to-month,NO,No,Credit card,86.49,2330.73,1,1
2253,51.0,56.0,One year,Fiber optic,Yes,Bank transfer,61.46,3280.58,2,0
1171,33.0,0.0,Month-to-month,DSL,Yes,Electronic check,64.72,0.0,4,0
2764,41.0,3.0,Month-to-month,Fiber optic,No,Credit card,51.51,163.7,1,1
2691,38.0,8.0,Month-to-month,DSL,No,Electronic check,81.48,694.81,6,0
1108,49.0,35.0,Month-to-month,Fiber optic,No,Bank transfer,88.33,3266.24,0,0
2418,68.0,7.0,Month-to-month,Fiber optic,No,Credit card,46.64,296.43,1,0
2916,33.0,23.0,One year,DSL,Yes,Electronic check,38.72,794.66,0,0
1573,42.0,6.0,One year,DSL,No,Mailed check,19.09,109.13,0,0
1790,51.0,18.0,One year,Fiber optic,No,Mailed check,68.93,1330.75,0,0
2667,37.0,34.0,Two year,Fiber optic,No,Mailed check,46.53,1780.43,5,0
1781,25.0,22.0,Month-to-month,DSL,No,Mailed check,51.35,999.74,1,0
1405,54.0,12.0,One year,DSL,No,Bank transfer,65.71,693.94,2,0
1279,39.0,2.0,One year,No,No,Mailed check,89.9,152.88,0,0
1285,18.0,7.0,One year,No,No,Electronic check,94.8,617.67,1,0
2730,42.0,3.0,One year,DSL,No,Electronic check,70.58,224.17,1,0
2856,66.0,72.0,Month-to-month,DSL,Yes,Mailed check,31.26,2119.35,2,0
2823,35.0,10.0,One year,Fiber optic,No,Credit card,86.9,744.74,2,0
2640,45.0,24.0,Month-to-month,DSL,No,Credit card,110.19,2946.53,2,0
2441,63.0,41.0,One year,DSL,Yes,Mailed check,96.36,3903.37,2,0
2140,41.0,1.0,One year,DSL,No,Credit card,35.28,39.89,1,0
2706,55.0,4.0,Month-to-month,DSL,No,Bank transfer,66.99,278.72,1,1
1129,37.0,1.0,One year,No,No,Electronic check,62.34,68.77,1,0
1313,57.0,7.0,One year,DSL,No,Electronic check,41.44,265.63,0,0
1666,41.0,5.0,Month-to-month,DSL,No,Credit card,44.1,233.08,1,1
1251,59.0,4.0,Month-to-month,Fiber optic,No,Mailed check,47.26,163.23,1,1
2927,41.0,13.0,Month-to-month,No,No,Credit card,80.66,1105.55,0,0
2991,56.0,2.0,Month-to-month,No,No,Mailed check,90.58,207.47,4,1
2092,56.0,5.0,Month-to-month,Fiber optic,Yes,Credit card,101.78,452.19,2,1
2843,46.0,16.0,Month-to-month,Fiber optic,No,Mailed check,56.37,932.12,6,1
2333,67.0,26.0,Month-to-month,Fiber optic,No,Mailed check,100.35,2321.8,2,1
1603,65.0,6.0,Two year,Fiber optic,No,Mailed check,15.0,94.82,3,0
1127,37.0,7.0,One year,DSL,Yes,Credit card,122.7,832.71,1,0
1644,41.0,61.0,Month-to-month,Fiber optic,Yes,Electronic check,25.92,1678.35,1,0
1525,18.0,6.0,Month-to-month,DSL,No,Mailed check,55.68,299.82,1,0
1169,34.0,72.0,Month-to-month,DSL,No,Electronic check,64.44,4772.68,1,0
2724,31.0,3.0,Two year,DSL,Yes,Bank transfer,48.58,166.52,0,0
1544,18.0,10.0,Month-to-month,DSL,No,Bank transfer,62.23,693.21,2,0
2936,49.0,5.0,Month-to-month,Fiber optic,No,Bank transfer,92.97,498.73,0,1
2754,53.0,28.0,Month-to-month,No,No,Electronic check,56.76,1789.65,1,0
1209,85.0,44.0,Month-to-month,No,Yes,Bank transfer,39.6,1886.05,3,0
2539,18.0,19.0,Two year,Fiber optic,No,Mailed check,67.45,1179.84,4,0
2223,51.0,47.0,Month-to-month,DSL,No,Bank transfer,44.9,2377.4,3,1
2684,27.0,9.0,One year,Fiber optic,Yes,Mailed check,54.75,523.75,1,0
1928,68.0,65.0,Month-to-month,DSL,Yes,Mailed check,73.71,4446.01,1,0
1200,50.0,33.0,Two year,Fiber optic,No,Mailed check,79.65,2240.58,1,0
1672,40.0,14.0,One year,No,No,Bank transfer,83.99,1323.1,2,0
1761,47.0,12.0,Month-to-month,Fiber optic,No,Mailed check,66.19,863.33,3,0
1377,48.0,46.0,Month-to-month,No,Yes,Mailed check,17.76,866.05,0,0
1658,48.0,39.0,Month-to-month,Fiber optic,Yes,Bank transfer,77.32,3109.38,1,0
2727,57.0,17.0,One year,Fiber optic,Yes,Bank transfer,59.49,1050.49,2,0
1743,45.0,42.0,Month-to-month,No,No,Credit card,69.99,3112.21,1,0
2882,26.0,23.0,Month-to-month,Fiber optic,No,Electronic check,55.67,1150.51,1,0
1473,66.0,11.0,One year,DSL,Yes,Mailed check,72.96,826.77,5,0
1432,41.0,12.0,Month-to-month,DSL,No,Bank transfer,18.7,249.27,0,0
1653,28.0,14.0,Month-to-month,DSL,No,Electronic check,82.47,1003.21,3,1
2625,61.0,15.0, Month-to-month ,Fiber optic,No,Electronic check,77.61,1202.9,1,0
1905,46.0,9.0,Month-to-month,No,Yes,Mailed check,106.93,832.41,2,0
2887,51.0,7.0,One year,Fiber optic,No,Bank transfer,64.51,393.81,2,0
1887,40.0,10.0,Month-to-month,DSL,No,Electronic check,83.91,889.92,0,0
2486,24.0,3.0,Two year,No,No,Electronic check,66.03,194.26,3,1
1067,60.0,2.0,Two year,DSL,Yes,Bank transfer,15.0,32.96,1,0
2810,38.0,17.0,Month-to-month,DSL,No,Credit card,35.31,601.76,2,0
2955,66.0,0.0,Month-to-month,Fiber optic,No,Mailed check,23.22,0.0,3,0
1419,46.0,17.0,Month-to-month,Fiber optic,Yes,Credit card,80.83,1560.25,3,0
1486,35.0,7.0,Month-to-month,Fiber optic,No,Bank transfer,55.92,387.48,1,1
2400,29.0,4.0,Month-to-month,Fiber optic,Yes,Electronic check,15.0,67.76,1,0
2697,35.0,55.0,Month-to-month,DSL,No,Credit card,99.08,5158.93,2,1
1325,27.0,11.0,Two year,DSL,Yes,Credit card,62.7,588.47,0,0
2272,29.0,9.0,Two year,No,No,Credit card,47.82,443.67,1,0
1553,49.0,28.0,Month-to-month,Fiber optic,No,Credit card,72.79,2113.14,2,0
1015,37.0,2.0,One year,Fiber optic,No,Mailed check,45.23,77.37,1,0
1158,27.0,3.0,One year,Fiber optic,No,Bank transfer,100.72,335.58,0,0
1856,33.0,28.0,Month-to-month,DSL,No,Mailed check,43.04,1111.56,2,0
2968,42.0,15.0,Two year,Fiber optic,Yes,Mailed check,64.27,1053.33,0,0
2620,47.0,8.0,Month-to-month,Fiber optic,No,Credit card,67.68,591.98,0,1
1193,26.0,5.0,Month-to-month,No,Yes,Electronic check,35.69,188.16,0,0
2413,77.0,10.0,Month-to-month,DSL,Yes,Bank transfer,56.75,498.24,2,0
2044,42.0,17.0,Two year,Fiber optic,Yes,Credit card,48.02,793.01,1,0
2526,73.0,23.0,Month-to-month,Fiber optic,No,Bank transfer,106.83,2303.9,2,0
2105,29.0,4.0,Month-to-month,No,No,Electronic check,60.05,251.09,3,1
2626,38.0,41.0,Two year,No,Yes,Bank transfer,72.27,2554.91,0,0
1707,71.0,3.0,Month-to-month,Fiber optic,No,Electronic check,68.16,219.06,2,0
2344,,23.0,Month-to-month,Fiber optic,No,Electronic check,53.51,1309.04,4,0
1327,57.0,13.0,Month-to-month,DSL,Yes,Bank transfer,78.71,1006.24,4,0
2224,42.0,8.0,Month-to-month,No,No,Credit card,72.68,644.16,1,1
1099,41.0,14.0,Month-to-month,DSL,No,Bank transfer,61.21,971.42,1,0
1328,54.0,14.0,Month-to-month,Fiber optic,No,Credit card,88.74,1403.21,1,0
2979,51.0,49.0,Month-to-month,DSL,No,Credit card,40.04,1720.94,3,0
1923,34.0,30.0,Month-to-month,Fiber optic,Yes,Mailed check,41.61,1392.1,3,0
1595,37.0,15.0,Month-to-month,No,Yes,Electronic check,73.99,1075.42,2,1
2259,44.0,9.0,Month-to-month,No,No,Credit card,76.98,654.99,0,0
1951,50.0,27.0,Two year,DSL,Yes,Credit card,113.63,2629.11,1,0
1824,38.0,6.0,Month-to-month,DSL,Yes,Mailed check,70.01,362.54,1,0
2438,52.0,2.0,Month-to-month,Fiber optic,Yes,Electronic check,97.2,221.62,1,0
2399,35.0,18.0,Month-to-month,No,Yes,Bank transfer,124.8,1929.04,2,0
2388,45.0,11.0,Month-to-month,DSL,Yes,Mailed check,74.74,797.02,2,0
2917,36.0,10.0,Month-to-month,No,No,Mailed check,15.0,153.37,0,0
1727,50.0,34.0,Month-to-month,Fiber optic,No,Credit card,93.2,3269.35,0,0
2665,45.0,5.0,Month-to-month,Fiber optic,Yes,Mailed check,36.65,192.69,1,0
2048,67.0,5.0,Month-to-month,DSL,No,Bank transfer,15.0,81.45,2,0
2203,53.0,48.0,One year,DSL,No,Bank transfer,71.61,2929.34,3,0
1549,36.0,2.0,One year,DSL,No,Mailed check,65.11,131.02,0,0
2061,18.0,70.0,Month-to-month,Fiber optic,Yes,Credit card,80.67,5233.77,1,0
2599,34.0,10.0,Month-to-month,DSL,Yes,Electronic check,108.28,1018.68,0,0
1966,35.0,38.0,Two year,Fiber optic,No,Bank transfer,39.86,1579.23,0,0
2912,55.0,10.0,Two year,Fiber optic,No,Mailed check,69.14,621.78,0,0
1182,29.0,28.0,Month-to-month,DSL,Yes,Credit card,45.45,1275.48,2,0
1374,77.0,34.0,Two year,Fiber optic,No,Bank transfer,49.79,1542.78,3,0
2546,30.0,8.0,Month-to-month,Fiber optic,No,Bank transfer,76.99,637.41,1,1
2335,40.0,5.0,Month-to-month,DSL,No,Mailed check,52.47,226.58,1,0
2419,53.0,1.0,One year,FIBER OPTIC,No,Mailed check,61.46,67.69,2,0
2303,34.0,2.0,Month-to-month,Fiber optic,No,Bank transfer,61.9,123.65,2,0
1684,27.0,6.0,Month-to-month,DSL,Yes,Mailed check,15.0,90.83,2,0
2959,48.0,0.0,One year,Fiber optic,No,Bank transfer,98.2,0.0,2,0
2559,41.0,1.0,Month-to-month,No,Yes,Bank transfer,73.14,65.09,1,0
2689,41.0,29.0,Month-to-month,Fiber optic,No,Mailed check,66.97,2008.93,0,0
1172,44.0,46.0,Month-to-month,Fiber optic,Yes,Mailed check,44.67,1962.55,1,0
2023,77.0,15.0,Month-to-month,DSL,No,Electronic check,52.19,756.3,0,0
2811,47.0,4.0,Two year,DSL,Yes,Electronic check,55.07,200.7,1,0
1330,45.0,18.0,Month-to-month,Fiber optic,No,Bank transfer,111.39,2121.85,1,0
1487,29.0,6.0,Month-to-month,DSL,Yes,Bank transfer,15.0,76.59,2,1
2339,48.0,20.0,Two year,No,No,Bank transfer,61.42,1256.02,1,0
2319,42.0,23.0,Month-to-month,Fiber optic,Yes,Electronic check,44.41,1106.12,1,0
2412,52.0,17.0,Month-to-month,DSL,No,Credit card,20.11,379.59,2,0
1708,18.0,24.0,Two year,No,Yes,Bank transfer,40.38,1055.59,1,0
2633,60.0,22.0,One year,DSL,Yes,Mailed check,41.78,971.17,2,0
1593,50.0,51.0,Month-to-month,DSL,Yes,Electronic check,50.38,2804.93,0,0
1744,53.0,10.0,Month-to-month,DSL,No,Bank transfer,76.83,727.25,1,0
1469,36.0,10.0, Month-to-month ,Fiber optic,No,Mailed check,59.07,538.2,1,0
2740,43.0,8.0,Month-to-month,No,No,Electronic check,51.53,438.95,4,1
2617,34.0,10.0,Month-to-month,Fiber optic,No,Bank transfer,52.35,601.57,2,0
2930,27.0,18.0,Month-to-month,Fiber optic,No,Electronic check,46.35,849.95,0,1
2844,47.0,21.0,Month-to-month,DSL,No,Electronic check,82.2,1536.07,4,1
1321,54.0,9.0,One year,Fiber optic,No,Mailed check,70.46,618.95,0,0
2894,44.0,5.0,One year,No,Yes,Mailed check,15.0,73.0,2,0
2442,48.0,2.0,Two year,Fiber optic,Yes,Mailed check,83.28,172.75,3,0
2067,62.0,2.0,Month-to-month,Fiber optic,Yes,Mailed check,41.47,93.18,3,0
2300,35.0,25.0,One year,No,No,Mailed check,44.45,1270.22,1,0
2699,48.0,3.0,One year,DSL,No,Credit card,87.76,293.89,2,1
2595,30.0,36.0,One year,Fiber optic,Yes,Credit card,16.12,502.67,1,0
2003,35.0,3.0,Month-to-month,DSL,Yes,Mailed check,15.0,51.62,1,0
1782,51.0,19.0,Two year,DSL,No,Bank transfer,37.7,761.33,3,0
1164,59.0,9.0,Month-to-month,DSL,No,Mailed check,47.69,480.09,0,0
1460,74.0,22.0,Two year,Fiber optic,No,Electronic check,46.55,1010.66,0,0
1789,20.0,28.0,Month-to-month,Fiber optic,No,Mailed check,45.59,1429.54,0,0
1250,26.0,72.0,One year,DSL,No,Credit card,49.64,3201.22,0,0
2621,23.0,2.0,One year,DSL,Yes,Mailed check,38.04,69.7,0,0
1060,38.0,25.0,Month-to-month,Fiber optic,No,Credit card,75.2,1956.17,4,0
1201,53.0,20.0,Two year,DSL,No,Mailed check,54.69,1075.18,3,0
2380,55.0,23.0,Month-to-month,Fiber optic,No,Bank transfer,103.22,2029.72,2,1
2567,53.0,8.0,Month-to-month,No,Yes,Electronic check,137.95,1042.42,0,0
1779,54.0,15.0,Month-to-month,DSL,Yes,Mailed check,70.58,1134.47,1,0
1399,64.0,14.0,Two year,DSL,No,Bank transfer,45.63,598.53,1,0
1801,37.0,6.0,Month-to-month,DSL,No,Credit card,85.5,439.46,3,1
2654,50.0,3.0,Month-to-month,DSL,No,Electronic check,893.0,253.0,0,1
1813,48.0,6.0,Month-to-month,Fiber optic,No,Credit card,73.71,381.93,0,1
2806,49.0,16.0,Month-to-month,Fiber optic,No,Credit card,70.99,1039.54,4,1
2796,40.0,18.0,Two year,Fiber optic,Yes,Bank transfer,98.78,1790.95,1,0
1028,36.0,72.0,Two year,Fiber optic,No,Mailed check,94.87,6107.02,0,0
1641,70.0,31.0,Month-to-month,DSL,Yes,Bank transfer,98.89,3107.69,1,0
1752,30.0,11.0,One year,No,Yes,Bank transfer,113.71,1096.96,2,0
1221,18.0,23.0,Month-to-month,Fiber optic,Yes,Bank transfer,75.5,1747.85,1,0
1584,48.0,54.0,Two year,Fiber optic,Yes,Credit card,60.62,2974.97,0,0
1944,73.0,43.0,Month-to-month,No,No,Credit card,83.56,4119.94,1,0
1036,48.0,18.0,Month-to-month,Fiber optic,Yes,Bank transfer,44.14,716.66,1,0
1945,29.0,43.0,Month-to-month,No,No,Electronic check,49.06,1838.73,1,0
2482,71.0,22.0,Month-to-month,Fiber optic,No,Bank transfer,80.24,1781.73,3,0
1451,59.0,41.0,Month-to-month,Fiber optic,No,Electronic check,84.15,3488.71,0,1
2780,24.0,2.0,One year,Fiber optic,No,Bank transfer,33.94,76.98,6,0
2877,42.0,10.0,One year,DSL,Yes,Mailed check,71.24,730.32,3,0
1126,30.0,44.0,Month-to-month,DSL,No,Credit card,146.08,5611.92,1,0
2306,45.0,22.0,One year,DSL,No,Electronic check,22.79,489.34,0,0
1347,24.0,42.0,Two year,DSL,No,Bank transfer,31.68,1312.53,0,0
1907,56.0,4.0,Month-to-month,No,Yes,Credit card,91.92,346.76,0,0
2827,66.0,13.0,Month-to-month,DSL,No,Bank transfer,15.6,200.76,4,0
1343,37.0,24.0,Month-to-month,DSL,No,Electronic check,84.02,2071.59,3,0
1705,54.0,2.0,One year,DSL,Yes,Mailed check,26.82,57.73,0,0
1903,64.0,22.0,Month-to-month,DSL,Yes,Mailed check,53.53,1237.14,2,1
2423,32.0,16.0,One year,Fiber optic,No,Mailed check,59.06,1000.42,2,1
1116,44.0,19.0,Two year,No,No,Credit card,51.89,1075.03,6,0
1104,43.0,9.0,Month-to-month,No,Yes,Bank transfer,86.8,684.67,1,0
1925,22.0,24.0,Month-to-month,DSL,No,Electronic check,42.18,877.45,1,0
2217,49.0,7.0,Month-to-month,Fiber optic,Yes,Mailed check,81.31,598.29,0,0
1379,33.0,72.0,One year,No,No,Credit card,97.27,6706.38,1,0
1535,46.0,18.0,One year,Fiber optic,Yes,Mailed check,37.61,773.47,1,0
1737,60.0,2.0,Two year,Fiber optic,Yes,Bank transfer,87.51,196.18,0,0
1550,46.0,0.0,Month-to-month,Fiber optic,No,Mailed check,80.47,0.0,2,0
1816,49.0,56.0,Month-to-month,No,No,Credit card,62.12,3697.23,1,0
1351,67.0,1.0,Month-to-month,Fiber optic,No,Credit card,95.76,83.54,2,1
1293,58.0,28.0,Month-to-month,DSL,No,Mailed check,42.74,1256.15,2,1
2920,18.0,60.0,Month-to-month,Fiber optic,Yes,Bank transfer,68.39,3972.31,1,0
2257,51.0,70.0,One year,Fiber optic,No,Bank transfer,51.76,3605.47,2,0
2177,44.0,53.0,Month-to-month,DSL,No,Credit card,58.68,3305.28,1,0
2795,34.0,35.0,Month-to-month,Fiber optic,No,Bank transfer,65.58,2442.09,3,0
1884,55.0,28.0,Month-to-month,No,No,Electronic check,86.15,2725.51,1,0
1091,60.0,24.0,Month-to-month,DSL,Yes,Electronic check,55.16,1516.72,1,0
2250,50.0,4.0,Month-to-month,Fiber optic,No,Electronic check,44.84,183.99,0,1
1848,35.0,35.0,Month-to-month,Fiber optic,No,Electronic check,56.49,2154.67,1,0
1023,24.0,47.0,Two year,Fiber optic,Yes,Electronic check,74.9,3639.28,2,0
1590,46.0,15.0,Month-to-month,Fiber optic,No,Mailed check,71.96,1168.61,1,0
1310,42.0,1.0,One year,Fiber optic,Yes,Electronic check,51.1,50.82,2,0
1203,61.0,22.0,Month-to-month,Fiber optic,,Mailed check,58.98,1363.66,4,0
1755,84.0,8.0,Month-to-month,Fiber optic,No,Mailed check,65.68,520.32,4,0
1090,46.0,60.0,Month-to-month,Fiber optic,No,Mailed check,37.01,1891.26,0,0
2081,40.0,20.0,Month-to-month,Fiber optic,No,Credit card,24.22,443.04,1,0
1523,54.0,19.0,Month-to-month,DSL,Yes,Mailed check,26.74,528.75,1,0
1993,35.0,33.0,Month-to-month,Fiber optic,No,Mailed check,84.6,3190.7,1,0
1796,44.0,13.0,Month-to-month,DSL,No,Bank transfer,47.84,589.55,1,1
2155,60.0,38.0,Month-to-month,DSL,No,Credit card,57.87,2067.47,1,0
2097,18.0,3.0,Month-to-month,Fiber optic,No,Credit card,41.25,138.55,1,1
1682,37.0,15.0,Month-to-month,Fiber optic,Yes,Electronic check,31.04,517.32,0,0
2254,63.0,34.0,Month-to-month,DSL,Yes,Mailed check,94.16,3533.02,2,0
2471,36.0,5.0,Two year,No,No,Electronic check,91.17,478.18,3,0
2671,39.0,6.0,Month-to-month,Fiber optic,Yes,Electronic check,45.52,240.83,1,0
2589,46.0,8.0,One year,Fiber optic,No,Bank transfer,65.39,552.89,2,0
2514,44.0,29.0,Two year,Fiber optic,No,Credit card,75.01,2415.07,1,0
2552,32.0,20.0,Two year,Fiber optic,No,Bank transfer,90.85,1932.38,2,1
2182,59.0,3.0,Month-to-month,Fiber optic,No,Mailed check,81.14,258.49,2,1
1969,24.0,10.0,Month-to-month,Fiber optic,No,Bank transfer,81.39,888.6,1,1
2354,36.0,49.0,One year,No,No,Mailed check,108.7,5844.18,3,0
2618,39.0,5.0,One year,Fiber optic,Yes,Credit card,39.35,223.56,0,0
1915,49.0,18.0,Two year,Fiber optic,No,Credit card,74.49,1209.63,1,0
1704,22.0,19.0,Month-to-month,DSL,No,Bank transfer,95.17,1683.0,2,0
